mol,Name,MW,pubnum,pub1,id1,pubname1,value1,error1,dimension1,process,te53p,pH,status1,purity1,conv,final,dimension3,error,comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,
O(CC)C=O,ethyl formate,74.08,,"[Rizzo, 2006 #380]",,Table S1,-2.56,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CCCCC)CC,ethyl hexanoate,144.21,,"[Rizzo, 2006 #380]",,Table S1,-2.23,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
O(C(=O)CCCC)CC,ethyl pentanoate,130.19,,"[Rizzo, 2006 #380]",,Table S1,-2.49,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(CC)c1ccccc1,ethyl phenyl ether,122.17,,"[Rizzo, 2006 #380]",,Table S1,-2.22,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CC)CC,ethyl propanoate,102.13,,"[Rizzo, 2006 #380]",,Table S1,-2.68,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
NCC,ethylamine,45.08,,"[Rizzo, 2006 #380]",,Table S1,-4.5,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
c1ccccc1CC,ethylbenzene,106.17,,"[Rizzo, 2006 #380]",,Table S1,-0.79,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
Fc1ccccc1,fluorobenzene,96.1,,"[Rizzo, 2006 #380]",,Table S1,-0.8,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
FC,fluoromethane,34.03,,"[Rizzo, 2006 #380]",,Table S1,-0.22,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=C,formaldehyde,30.03,,"[Rizzo, 2006 #380]",,Table S1,-2.75,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCCCCCC,heptanal,114.19,,"[Rizzo, 2006 #380]",,Table S1,-2.67,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCCCCCC,heptane,100.205,,"[Rizzo, 2006 #380]",,Table S1,2.67,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NCCCCCCC,heptylamine,115.22,,"[Rizzo, 2006 #380]",,Table S1,-3.79,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
FC(F)(F)C(=C(F)F)F,hexafluoropropene,150.033,,"[Rizzo, 2006 #380]",,Table S1,-3.76,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCCCCC,hexanal,100.16,,"[Rizzo, 2006 #380]",,Table S1,-2.81,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCCCCC,hexane,86.18,,"[Rizzo, 2006 #380]",,Table S1,2.48,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
OC(=O)CCCCC,hexanoic acid,116.16,,"[Rizzo, 2006 #380]",,Table S1,-6.21,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)C)CCCCCC,hexyl acetate,144.21,,"[Rizzo, 2006 #380]",,Table S1,-2.26,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1CCCCCC,hexylbenzene,162.28,,"[Rizzo, 2006 #380]",,Table S1,-0.04,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NN,hydrazine,32.048,,"[Rizzo, 2006 #380]",,Table S1,-9.3,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,1.93
S,hydrogen sulfide,34.08,,"[Rizzo, 2006 #380]",,Table S1,-0.7,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
[nH]1ccnc1,Imidazole,68.08,,"[Rizzo, 2006 #380]",,Table S1,-9.63,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1Cc2c(C1)cccc2,indane,118.18,,"[Rizzo, 2006 #380]",,Table S1,-1.46,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
Ic1ccccc1,iodobenzene,204.016,,"[Rizzo, 2006 #380]",,Table S1,-1.74,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
ICC,iodoethane,155.97,,"[Rizzo, 2006 #380]",,Table S1,-0.74,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
IC,iodomethane,141.94,,"[Rizzo, 2006 #380]",,Table S1,-0.89,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C,methane,16.04,,"[Rizzo, 2006 #380]",,Table S1,1.99,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
SC,methanethiol,48.11,,"[Rizzo, 2006 #380]",,Table S1,-1.24,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
OC,methanol,32.04,,"[Rizzo, 2006 #380]",,Table S1,-5.1,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
COCC,methoxyethane,60.097,,"[Rizzo, 2006 #380]",,Table S1,-2.1,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
COC,methoxymethane,46.07,,"[Rizzo, 2006 #380]",,Table S1,-1.91,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,1.93
COC(=O)C(C)(C)C,"methyl 2,2-dimethylpropanoate",116.16,,"[Rizzo, 2006 #380]",,Table S1,-2.4,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
O(C(=O)C)C,methyl acetate,74.08,,"[Rizzo, 2006 #380]",,Table S1,-3.13,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)c1ccccc1)C,methyl benzoate,136.15,,"[Rizzo, 2006 #380]",,Table S1,-3.92,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CCC)C,Methyl butanoate,102.13,,"[Rizzo, 2006 #380]",,Table S1,-2.83,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
O(C(=O)C1CCCCC1)C,methyl cyclohexanecarboxylate,142.2,,"[Rizzo, 2006 #380]",,Table S1,-3.3,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)C1CC1)C,methyl cyclopropanecarboxylate,100.12,,"[Rizzo, 2006 #380]",,Table S1,-4.1,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C=O)C,methyl formate,60.05,,"[Rizzo, 2006 #380]",,Table S1,-2.78,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CCCCC)C,methyl hexanoate,130.19,,"[Rizzo, 2006 #380]",,Table S1,-2.49,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CCCCCCC)C,methyl octanoate,158.24,,"[Rizzo, 2006 #380]",,Table S1,-2.04,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
COC(=O)CCCC,methyl pentanoate,116.16,,"[Rizzo, 2006 #380]",,Table S1,-2.56,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CC)C,Methyl propanoate,88.11,,"[Rizzo, 2006 #380]",,Table S1,-2.93,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NC,methylamine,31.06,,"[Rizzo, 2006 #380]",,Table S1,-4.55,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1CCCCC1C,methylcyclohexane,98.19,,"[Rizzo, 2006 #380]",,Table S1,1.7,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1CCCC1C,methylcyclopentane,84.16,,"[Rizzo, 2006 #380]",,Table S1,1.59,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O1CCNCC1,morpholine,87.12,,"[Rizzo, 2006 #380]",,Table S1,-7.17,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(C)(C)c1ccccc1,"N,N-dimethylaniline",121.18,,"[Rizzo, 2006 #380]",,Table S1,-3.45,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CN(C)C,"N,N-dimethylformamide",73.1,,"[Rizzo, 2006 #380]",,Table S1,-7.81,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=C(N1CCCC1)C,N-Acetylpyrrolidine,113.16,,"[Rizzo, 2006 #380]",,Table S1,-9.8,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c12c(cccc1)cccc2,naphthalene,128.17,,"[Rizzo, 2006 #380]",,Table S1,-2.4,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C(CCC)NC(=O)C,N-butylacetamide,115.18,,"[Rizzo, 2006 #380]",,Table S1,-9.31,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=[N+]([O-])c1ccccc1,nitrobenzene,123.11,,"[Rizzo, 2006 #380]",,Table S1,-4.12,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(=O)(=O)CC,nitroethane,75.07,,"[Rizzo, 2006 #380]",,Table S1,-3.71,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(=O)(=O)C,nitromethane,61.04,,"[Rizzo, 2006 #380]",,Table S1,-4.02,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=C(NC)C,N-methylacetamide,73.1,,"[Rizzo, 2006 #380]",,Table S1,-10,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(C)c1ccccc1,N-methylaniline,107.16,,"[Rizzo, 2006 #380]",,Table S1,-4.69,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCCCCCCCC,nonanal,142.24,,"[Rizzo, 2006 #380]",,Table S1,-2.07,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCCCCCCCC,nonane,128.259,,"[Rizzo, 2006 #380]",,Table S1,3.13,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCCCCCCC,octanal,128.22,,"[Rizzo, 2006 #380]",,Table S1,-2.29,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCCCCCCC,octane,114.23,,"[Rizzo, 2006 #380]",,Table S1,2.88,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NCCCCCCCC,octylamine,129.25,,"[Rizzo, 2006 #380]",,Table S1,-3.65,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)(Cl)C(Cl)Cl,pentachloroethane,202.315,,"[Rizzo, 2006 #380]",,Table S1,-1.39,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCCCC,pentanal,86.13,,"[Rizzo, 2006 #380]",,Table S1,-3.03,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCCCC,pentane,72.15,,"[Rizzo, 2006 #380]",,Table S1,2.32,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N#CCCCC,Pentanenitrile,83.13,,"[Rizzo, 2006 #380]",,Table S1,-3.52,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
OC(=O)CCCC,pentanoic acid,102.13,,"[Rizzo, 2006 #380]",,Table S1,-6.16,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C(=O)(C)OCCCCC,pentyl acetate,130.19,,"[Rizzo, 2006 #380]",,Table S1,-2.51,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CC)CCCCC,pentyl propanoate,144.21,,"[Rizzo, 2006 #380]",,Table S1,-2.11,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NCCCCC,pentylamine,87.17,,"[Rizzo, 2006 #380]",,Table S1,-4.09,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1CCCCC,pentylbenzene,148.25,,"[Rizzo, 2006 #380]",,Table S1,-0.23,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1CCCC1CCCCC,pentylcyclopentane,140.27,,"[Rizzo, 2006 #380]",,Table S1,2.55,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c12c3c(ccc1cccc2)cccc3,phenanthrene,178.23,,"[Rizzo, 2006 #380]",,Table S1,-3.88,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
Oc1ccccc1,phenol,94.11,,"[Rizzo, 2006 #380]",,Table S1,-6.61,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N1CCNCC1,piperazine,86.14,,"[Rizzo, 2006 #380]",,Table S1,-7.4,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N1CCCCC1,piperidine,85.15,,"[Rizzo, 2006 #380]",,Table S1,-5.11,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O=CCC,propanal,58.08,,"[Rizzo, 2006 #380]",,Table S1,-3.43,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CCC,propane,44.1,,"[Rizzo, 2006 #380]",,Table S1,1.96,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N#CCC,propanenitrile,55.08,,"[Rizzo, 2006 #380]",,Table S1,-3.84,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
OC(=O)CC,propanoic acid,74.08,,"[Rizzo, 2006 #380]",,Table S1,-6.46,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C=CC,Propene,42.08,,"[Rizzo, 2006 #380]",,Table S1,1.32,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)C)CCC,propyl acetate,102.13,,"[Rizzo, 2006 #380]",,Table S1,-2.79,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CCC)CCC,Propyl butanoate,130.19,,"[Rizzo, 2006 #380]",,Table S1,-2.28,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
O(CCC)C=O,propyl formate,88.11,,"[Rizzo, 2006 #380]",,Table S1,-2.48,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O(C(=O)CC)CCC,propyl propanoate,116.16,,"[Rizzo, 2006 #380]",,Table S1,-2.44,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
NCCC,propylamine,59.11,,"[Rizzo, 2006 #380]",,Table S1,-4.39,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1CCC,propylbenzene,120.2,,"[Rizzo, 2006 #380]",,Table S1,-0.53,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1CCCC1CCC,propylcyclopentane,112.22,,"[Rizzo, 2006 #380]",,Table S1,2.13,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C#CC,propyne,40.06,,"[Rizzo, 2006 #380]",,Table S1,-0.48,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c12c3c4ccc1cccc2ccc3ccc4,pyrene,202.26,,"[Rizzo, 2006 #380]",,Table S1,-4.52,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
n1ccccc1,pyridine,79.1,,"[Rizzo, 2006 #380]",,Table S1,-4.69,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
[nH]1cccc1,pyrrole,67.09,,"[Rizzo, 2006 #380]",,Table S1,-4.78,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N1CCCC1,pyrrolidine,71.12,,"[Rizzo, 2006 #380]",,Table S1,-5.48,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
n1c2c(cccc2)ccc1,quinoline,129.16,,"[Rizzo, 2006 #380]",,Table S1,-5.72,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1C=C,styrene,104.15,,"[Rizzo, 2006 #380]",,Table S1,-1.24,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)=C(Cl)Cl,tetrachloroethene,165.83,,"[Rizzo, 2006 #380]",,Table S1,0.1,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)(Cl)Cl,tetrachloromethane,153.82,,"[Rizzo, 2006 #380]",,Table S1,0.08,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
FC(F)(F)F,tetrafluoromethane,88,,"[Rizzo, 2006 #380]",,Table S1,3.12,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O1CCCC1,tetrahydrofuran,72.11,,"[Rizzo, 2006 #380]",,Table S1,-3.47,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
O1CCCCC1,tetrahydropyran,86.13,,"[Rizzo, 2006 #380]",,Table S1,-3.12,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
CSCC,thiomethoxyethane,76.163,,"[Rizzo, 2006 #380]",,Table S1,-1.5,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
s1cccc1,thiophene,84.14,,"[Rizzo, 2006 #380]",,Table S1,-1.42,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
c1ccccc1C,toluene,92.14,,"[Rizzo, 2006 #380]",,Table S1,-0.89,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
C1CC(CCC1C)C,"trans-1,4-dimethylcyclohexane",112.22,,"[Rizzo, 2006 #380]",,Table S1,2.11,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
BrC(Br)Br,tribromomethane,252.73,,"[Rizzo, 2006 #380]",,Table S1,-2.13,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)=CCl,trichloroethene,131.39,,"[Rizzo, 2006 #380]",,Table S1,-0.44,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
ClC(Cl)Cl,trichloromethane,119.38,,"[Rizzo, 2006 #380]",,Table S1,-1.08,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
P(OCC)(OCC)(OCC)=O,triethyl phosphate,182.16,,"[Rizzo, 2006 #380]",,Table S1,-7.54,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(CC)(CC)CC,triethylamine,101.19,,"[Rizzo, 2006 #380]",,Table S1,-3.22,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
N(C)(C)C,trimethylamine,59.11,,"[Rizzo, 2006 #380]",,Table S1,-3.2,1.93,kcal/mol,FEOH,25,,review,,,,,,,,,,
O,water,18.01,,"[Rizzo, 2006 #380]",,Table S1,-6.32,1.93,kcal/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1C(C)C,(1-methylethyl)benzene,120.2,Article,"[Sandberg, 2002 #508]",,Table 5,-0.31,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(CO)CO,"1,2,3-propanetriol",92.09,Article,"[Sandberg, 2002 #508]",,Table 5,-9.22,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
c1c(C)c(ccc1C)C,"1,2,4-trimethylbenzene",120.2,Article,"[Sandberg, 2002 #508]",,Table 5,-0.86,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
Clc1ccccc1Cl,"1,2-dichlorobenzene",147,Article,"[Sandberg, 2002 #508]",,Table 5,-1.38,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCl,"1,2-dichloroethane",98.96,Article,"[Sandberg, 2002 #508]",,Table 5,-1.75,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
COCCOC,"1,2-dimethoxyethane",90.12,Article,"[Sandberg, 2002 #508]",,Table 5,-4.84,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1cccc(C)c1C,"1,2-dimethylbenzene",106.17,Article,"[Sandberg, 2002 #508]",,Table 5,-0.9,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCO,"1,2-ethanediol",62.07,Article,"[Sandberg, 2002 #508]",,Table 5,-9.6,1.94,kCal/mol,DGS,25,,measured,,,,,,,,,,
C=CC=C,"1,3-butadiene",54.09,Article,"[Sandberg, 2002 #508]",,Table 5,0.61,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
Clc1cc(Cl)ccc1,"1,3-dichlorobenzene",147,Article,"[Sandberg, 2002 #508]",,Table 5,-0.99,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCCl,"1,3-dichloropropane",112.99,Article,"[Sandberg, 2002 #508]",,Table 5,-1.92,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
c1c(cccc1C)C,"1,3-dimethylbenzene",106.17,Article,"[Sandberg, 2002 #508]",,Table 5,-0.84,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
Clc1ccc(Cl)cc1,"1,4-dichlorobenzene",147,Article,"[Sandberg, 2002 #508]",,Table 5,-1.01,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
Cc1ccc(cc1)C,"1,4-dimethylbenzene",106.17,Article,"[Sandberg, 2002 #508]",,Table 5,-0.81,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C(C=C)C=C,"1,4-pentadiene",68.12,Article,"[Sandberg, 2002 #508]",,Table 5,0.93,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCC=C,"1,5-hexadiene",82.15,Article,"[Sandberg, 2002 #508]",,Table 5,1,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C(CC=C)CC=C,"1,6-heptadiene",96.17,Article,"[Sandberg, 2002 #508]",,Table 5,1.23,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCCC,1-butanol,74.12,Article,"[Sandberg, 2002 #508]",,Table 5,-4.72,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CCC,1-butene,56.11,Article,"[Sandberg, 2002 #508]",,Table 5,1.38,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CCC,1-butyne,54.09,Article,"[Sandberg, 2002 #508]",,Table 5,-0.16,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCC,1-chlorobutane,92.57,Article,"[Sandberg, 2002 #508]",,Table 5,-0.14,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCCC,1-chloropentane,106.6,Article,"[Sandberg, 2002 #508]",,Table 5,-0.07,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCC,1-chloropropane,78.54,Article,"[Sandberg, 2002 #508]",,Table 5,-0.36,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCCC,1-heptanol,116.2,Article,"[Sandberg, 2002 #508]",,Table 5,-4.24,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCCCC,1-heptyne,96.17,Article,"[Sandberg, 2002 #508]",,Table 5,0.62,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCC,1-hexanol,102.18,Article,"[Sandberg, 2002 #508]",,Table 5,-4.36,1.94,kCal/mol,DGS,25,,measured,*,,,,,*ideal gas phase into water at 1atm,,,,
C=CCCCC,1-hexene,84.16,Article,"[Sandberg, 2002 #508]",,Table 5,1.68,1.94,kCal/mol,DGS,25,,measured,*,,,,,*ideal gas phase into water at 1atm,,,,
NCCCCCC,1-hexylamine,101.19,Article,"[Sandberg, 2002 #508]",,Table 5,-4.03,1.94,kCal/mol,DGS,25,,measured,*,,,,,*ideal gas phase into water at 1atm,,,,
C#CCCCC,1-hexyne,82.15,Article,"[Sandberg, 2002 #508]",,Table 5,0.29,1.94,kCal/mol,DGS,25,,measured,*,,,,,*ideal gas phase into water at 1atm,,,,
O(CCC)C,1-methoxypropane,74.12,Article,"[Sandberg, 2002 #508]",,Table 5,-1.66,1.94,kCal/mol,DGS,25,,measured,*,,,,,*ideal gas phase into water at 1atm,,,,
N(=O)(=O)c1c(cccc1)C,1-methyl-2-nitrobenzene,137.14,Article,"[Sandberg, 2002 #508]",,Table 5,-3.63,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)c1cc(ccc1)C,1-methyl-3-nitrobenzene,137.14,Article,"[Sandberg, 2002 #508]",,Table 5,-3.5,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)CCCC,1-nitrobutane,103.12,Article,"[Sandberg, 2002 #508]",,Table 5,-3.08,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)CCC,1-nitropropane,89.09,Article,"[Sandberg, 2002 #508]",,Table 5,-3.38,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCCCCCC,1-nonyne,124.23,Article,"[Sandberg, 2002 #508]",,Table 5,1.04,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCCCC,1-octanol,130.23,Article,"[Sandberg, 2002 #508]",,Table 5,-4.09,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCCCCC,1-octene,112.22,Article,"[Sandberg, 2002 #508]",,Table 5,2.16,1.94,kCal/mol,DGS,25,,measured,,,,,,,,,,
C#CCCCCCC,1-octyne,110.2,Article,"[Sandberg, 2002 #508]",,Table 5,0.69,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCC,1-pentanol,88.15,Article,"[Sandberg, 2002 #508]",,Table 5,-4.47,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCC,1-pentene,70.14,Article,"[Sandberg, 2002 #508]",,Table 5,1.66,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCC,1-pentyne,68.12,Article,"[Sandberg, 2002 #508]",,Table 5,0.01,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
OCCC,1-propanol,60.1,Article,"[Sandberg, 2002 #508]",,Table 5,-4.83,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC(CC(C)(C)C)C,"2,2,4-trimethylpentane",114.23,Article,"[Sandberg, 2002 #508]",,Table 5,2.85,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
C(CCC(C)C)(C)(C)C,"2,2,5-trimethylhexane",128.26,Article,"[Sandberg, 2002 #508]",,Table 5,2.72,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
Clc1ccccc1-c1ccccc1Cl,"2,2'-dichlorobiphenyl",223.1,Article,"[Sandberg, 2002 #508]",,Table 5,-2.73,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
CC(C)(C)CC,"2,2-dimethylbutane",86.18,Article,"[Sandberg, 2002 #508]",,Table 5,2.6,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC(C)(C)C,"2,2-dimethylpropane",72.15,Article,"[Sandberg, 2002 #508]",,Table 5,2.5,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC(CC(C)C)C,"2,4-dimethylpentane ",100.205,Article,"[Sandberg, 2002 #508]",,Table 5,2.89,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CC)C,2-butanone,72.11,Article,"[Sandberg, 2002 #508]",,Table 5,-3.64,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClC(CC)C,2-chlorobutane,92.57,Article,"[Sandberg, 2002 #508]",,Table 5,0.07,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClC(C)CCC,2-chloropentane,106.6,Article,"[Sandberg, 2002 #508]",,Table 5,0.07,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClC(C)C,2-chloropropane,78.54,Article,"[Sandberg, 2002 #508]",,Table 5,-0.25,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CCCCC)C,2-heptanone,114.19,Article,"[Sandberg, 2002 #508]",,Table 5,-3.04,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
O=C(CCCC)C,2-hexanone,100.16,Article,"[Sandberg, 2002 #508]",,Table 5,-3.29,1.94,kCal/mol,DGS,25,,review,,,,,,,,,,
COC(C)(C)C,2-methoxy-2-methylpropane,88.15,Article,"[Sandberg, 2002 #508]",,Table 5,-2.21,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
COCCO,2-methoxyethanol,76.1,Article,"[Sandberg, 2002 #508]",,Table 5,-6.77,1.94,kCal/mol,DGS,25,,cited,,,,,,,,,,
